RH2M,T2MDEW,QV2M,T2MWET,PS,PSC,TS,T2M_MAX,T2M_MIN,ALLSKY_SFC_UV_INDEX,WS50M,WD50M,WSC,LATITUDE,LONGITUDE,Target_Rain
60,20.4,16.17,22.2,1000.7,1001.9,31.7,36.8,24.4,6.37,24.57,169,6.37,19.08,83.81,0
64,21.4,16.97,22.7,1000.4,1001.6,31.4,37.3,25.3,5.8,15.26,56,3.96,19.08,83.81,0
58,19.1,14.6,20.6,999.3,1000.5,30.5,35.0,23.6,4.93,12.15,331,3.15,19.08,83.81,0
52,17.7,13.87,20.4,998.6,999.8,31.5,36.5,24.2,6.27,23.76,116,6.16,19.08,83.81,0
61,20.0,16.56,22.5,999.6,1000.8,31.8,38.0,23.9,6.66,28.22,142,7.31,19.08,83.81,0
65,22.3,18.06,23.7,1000.0,1001.2,32.2,38.3,25.5,6.36,24.84,174,6.44,19.08,83.81,0
64,22.0,18.13,23.8,997.8,999.0,32.5,39.0,24.8,6.38,19.31,155,5.0,19.08,83.81,0
68,23.4,18.95,24.3,997.6,998.8,32.2,37.8,27.0,6.41,23.62,179,6.12,19.08,83.81,0
66,22.8,18.27,23.8,998.5,999.7,32.1,36.8,25.2,6.08,19.58,183,5.07,19.08,83.81,0
66,22.3,17.84,23.4,999.0,1000.2,31.7,37.8,25.3,6.09,35.51,191,9.2,19.08,83.81,0
66,22.0,17.84,23.4,999.0,1000.2,31.7,36.9,25.1,5.75,21.87,173,5.67,19.08,83.81,0
60,20.2,17.08,23.1,998.4,999.6,32.6,38.4,24.9,6.95,19.84,179,5.14,19.08,83.81,0
55,19.0,16.29,22.8,997.8,999.0,33.3,40.3,23.9,7.0,14.58,184,3.78,19.08,83.81,0
59,21.0,17.1,23.2,997.4,998.6,32.9,39.0,24.5,6.3,19.84,162,5.14,19.08,83.81,0
58,20.5,17.29,23.5,997.8,999.0,33.4,40.2,25.7,6.73,17.69,160,4.58,19.08,83.81,0
63,21.8,18.35,24.1,998.7,999.9,33.0,40.1,25.8,6.67,27.14,158,7.04,19.08,83.81,0
64,22.3,18.12,23.8,998.5,999.7,32.5,39.6,26.0,6.58,31.72,174,8.22,19.08,83.81,0
65,22.2,17.99,23.6,998.1,999.3,32.1,37.7,25.4,6.26,17.55,177,4.55,19.08,83.81,0
63,22.2,17.84,23.6,998.3,999.5,32.5,37.7,25.5,6.32,18.09,174,4.69,19.08,83.81,0
60,20.9,16.59,22.6,998.7,999.9,32.1,39.7,25.5,6.56,24.84,159,6.44,19.08,83.81,0
66,22.1,17.34,22.9,998.2,999.4,31.2,36.7,25.2,5.61,12.02,157,3.12,19.08,83.81,0
68,22.3,17.57,23.0,998.1,999.3,30.9,36.5,25.2,6.37,28.08,163,7.28,19.08,83.81,1
65,21.8,17.28,22.9,998.1,999.3,31.4,38.4,25.6,6.55,21.2,172,5.49,19.08,83.81,0
64,22.5,18.0,23.7,999.2,1000.4,32.4,37.1,25.3,6.6,21.2,176,5.49,19.08,83.81,0
63,22.4,18.12,23.9,999.8,1001.0,32.8,38.1,26.8,6.65,25.79,168,6.68,19.08,83.81,0
69,23.2,18.44,23.8,999.1,1000.3,31.5,36.3,26.9,4.54,21.06,156,5.46,19.08,83.81,0
66,23.1,18.5,24.0,997.5,998.7,32.3,38.1,26.3,6.13,26.06,175,6.76,19.08,83.81,0
67,23.5,18.69,24.1,996.6,997.8,32.2,37.2,26.9,6.15,24.84,186,6.44,19.08,83.81,0
71,24.0,19.38,24.5,996.1,997.3,31.8,37.0,26.6,5.92,20.12,185,5.22,19.08,83.81,0
70,23.6,19.47,24.6,994.2,995.4,32.1,37.9,24.2,6.76,19.31,170,5.0,19.08,83.81,0
71,24.1,19.64,24.7,994.3,995.5,32.0,37.3,26.7,6.09,19.04,200,4.93,19.08,83.81,0
74,24.9,20.59,25.4,994.4,995.6,32.1,35.8,26.3,5.67,20.92,189,5.42,19.08,83.81,0
67,23.7,19.26,24.6,995.6,996.8,32.7,36.4,26.2,6.3,20.79,176,5.39,19.08,83.81,0
69,24.1,19.71,24.9,996.6,997.8,32.6,36.7,26.8,6.19,22.41,171,5.81,19.08,83.81,0
68,24.1,19.86,25.1,996.9,998.1,33.0,37.2,26.2,6.42,21.47,175,5.56,19.08,83.81,0
65,24.0,19.54,25.0,996.2,997.4,33.5,38.0,26.8,6.65,23.76,176,6.16,19.08,83.81,0
62,23.0,19.09,24.8,995.0,996.2,33.9,39.8,27.5,6.97,28.22,173,7.31,19.08,83.81,0
60,23.0,18.79,24.7,994.7,995.9,34.2,39.4,28.3,6.63,25.38,170,6.58,19.08,83.81,0
74,24.8,20.59,25.4,994.8,996.0,32.1,37.3,26.2,6.01,13.1,175,3.39,19.08,83.81,1
77,24.8,20.49,25.2,993.3,994.5,31.3,35.7,25.8,5.27,19.04,138,4.93,19.08,83.81,0
64,22.2,18.77,24.3,992.4,993.6,33.0,39.1,25.9,5.88,19.84,20,5.14,19.08,83.81,0
56,20.4,16.24,22.5,990.8,992.0,32.8,37.6,25.9,4.07,22.41,355,5.81,19.08,83.81,0
54,18.6,14.07,20.2,987.6,988.8,30.9,33.0,25.4,1.36,17.55,359,4.55,19.08,83.81,0
54,18.9,14.34,20.5,986.2,987.4,31.2,36.9,25.7,4.89,27.0,35,7.0,19.08,83.81,0
50,18.6,15.29,22.2,987.9,989.1,33.7,40.7,26.6,6.94,26.6,0,6.9,19.08,83.81,0
53,20.9,16.44,23.1,991.8,993.0,34.0,39.0,26.1,6.5,18.09,122,4.69,19.08,83.81,0
69,25.1,20.8,25.8,994.2,995.4,33.5,38.5,27.8,6.53,19.58,174,5.07,19.08,83.81,0
68,25.3,21.11,26.1,993.4,994.6,34.0,38.6,28.1,6.26,15.52,185,4.02,19.08,83.81,0
64,24.9,20.69,26.0,992.1,993.3,34.7,38.8,28.6,6.77,13.1,192,3.39,19.08,83.81,0
74,25.0,20.48,25.3,994.0,995.2,32.0,36.4,26.4,4.67,12.56,187,3.26,19.08,83.81,1
81,25.9,21.4,25.9,995.4,996.6,31.2,34.2,26.8,5.08,10.4,177,2.7,19.08,83.81,1
80,25.5,20.98,25.6,996.8,998.0,31.1,35.6,26.0,6.21,14.44,182,3.74,19.08,83.81,0
76,25.2,20.86,25.6,997.0,998.2,31.9,36.0,26.1,6.4,15.52,173,4.02,19.08,83.81,0
70,24.5,20.0,25.1,996.5,997.7,32.6,36.3,26.7,6.5,15.39,173,3.99,19.08,83.81,0
67,24.0,19.48,24.8,995.9,997.1,32.9,36.8,26.8,6.59,21.87,173,5.67,19.08,83.81,0
67,24.2,19.96,25.2,994.6,995.8,33.3,37.2,26.9,6.71,18.36,172,4.76,19.08,83.81,0
72,25.4,21.14,25.9,992.7,993.9,33.0,36.8,27.5,6.34,14.18,158,3.68,19.08,83.81,0
75,25.1,20.58,25.3,991.3,992.5,31.8,35.8,27.4,4.27,17.42,174,4.51,19.08,83.81,1
89,25.1,20.19,24.8,989.9,991.1,28.5,28.2,26.4,1.64,10.66,89,2.76,19.08,83.81,1
86,24.7,19.99,24.6,988.6,989.8,28.9,30.6,25.3,3.65,16.88,86,4.38,19.08,83.81,1
85,24.9,20.11,24.7,988.5,989.7,29.2,32.1,25.3,4.6,12.56,109,3.26,19.08,83.81,1
85,25.4,20.84,25.3,988.3,989.5,29.8,33.6,25.2,4.46,11.07,79,2.87,19.08,83.81,1
83,24.8,20.24,24.8,987.8,989.0,29.7,32.1,25.7,2.82,12.42,103,3.22,19.08,83.81,1
79,24.4,19.7,24.4,988.1,989.3,30.1,32.8,26.3,3.62,12.82,161,3.32,19.08,83.81,1
75,24.0,19.33,24.2,989.8,991.0,30.7,33.3,25.2,3.69,11.21,201,2.9,19.08,83.81,0
76,24.1,19.46,24.3,990.7,991.9,30.6,33.1,26.1,3.86,14.72,188,3.82,19.08,83.81,1
89,25.1,20.13,24.8,992.6,993.8,28.5,29.4,25.7,2.12,12.56,151,3.26,19.08,83.81,1
81,24.2,19.27,24.1,994.5,995.7,29.4,31.0,25.3,2.95,14.58,169,3.78,19.08,83.81,0
72,23.5,18.68,23.8,994.4,995.6,30.9,34.7,25.0,5.73,16.47,206,4.27,19.08,83.81,0
73,23.9,19.29,24.3,993.6,994.8,31.2,35.7,25.4,5.73,10.26,106,2.66,19.08,83.81,0
77,24.7,20.13,24.9,993.2,994.4,31.0,34.0,25.6,4.09,6.35,56,1.64,19.08,83.81,0
82,25.1,20.47,25.1,993.6,994.8,30.2,32.1,25.7,3.95,12.42,144,3.22,19.08,83.81,1
80,24.6,20.33,25.0,992.9,994.1,30.5,34.6,25.1,5.85,15.8,215,4.1,19.08,83.81,0
76,23.8,18.89,23.8,991.3,992.5,30.1,33.8,24.7,5.15,18.63,360,4.83,19.08,83.81,0
81,24.4,19.43,24.2,992.0,993.2,29.5,31.8,25.6,5.3,14.44,176,3.74,19.08,83.81,1
85,25.0,20.23,24.9,994.5,995.7,29.4,32.3,25.3,5.97,21.6,166,5.6,19.08,83.81,1
79,24.6,19.9,24.7,995.5,996.7,30.4,33.0,25.3,6.14,19.84,174,5.14,19.08,83.81,1
75,24.6,19.92,24.8,994.9,996.1,31.3,34.2,26.4,5.67,14.44,183,3.74,19.08,83.81,0
80,25.6,21.04,25.6,993.7,994.9,31.1,33.7,26.5,5.57,16.74,189,4.34,19.08,83.81,1
84,26.0,21.5,25.9,992.4,993.6,30.6,33.2,26.1,5.26,16.74,180,4.34,19.08,83.81,1
85,25.5,20.85,25.4,993.6,994.8,29.9,31.9,25.9,3.72,11.34,174,2.94,19.08,83.81,1
87,24.9,19.98,24.7,994.7,995.9,28.8,29.2,25.3,2.59,10.26,86,2.66,19.08,83.81,1
86,25.2,20.35,25.0,994.5,995.7,29.3,31.6,25.5,4.05,10.26,83,2.66,19.08,83.81,1
85,25.4,20.84,25.4,994.1,995.3,29.9,30.9,25.4,4.92,12.56,27,3.26,19.08,83.81,1
82,25.3,20.72,25.3,993.0,994.2,30.4,33.5,25.8,6.24,12.28,157,3.18,19.08,83.81,1
85,25.7,21.12,25.6,992.9,994.1,30.1,32.2,25.9,5.07,12.28,163,3.18,19.08,83.81,1
90,25.5,20.72,25.3,992.8,994.0,28.8,30.0,25.5,3.15,11.61,139,3.01,19.08,83.81,1
83,25.2,20.65,25.2,991.3,992.5,30.1,33.4,25.0,6.28,13.64,146,3.53,19.08,83.81,0
83,25.2,20.79,25.3,990.3,991.5,30.2,33.2,25.7,6.01,18.09,147,4.69,19.08,83.81,1
87,25.0,20.18,24.8,990.8,992.0,28.9,31.0,25.0,5.48,16.74,189,4.34,19.08,83.81,1
85,24.4,19.69,24.4,991.8,993.0,28.9,31.6,24.5,6.04,22.68,182,5.88,19.08,83.81,1
87,24.4,19.46,24.2,991.5,992.7,28.3,30.0,25.1,3.83,17.69,171,4.58,19.08,83.81,1
84,24.2,19.23,24.0,991.8,993.0,28.7,31.4,24.4,5.54,28.22,161,7.31,19.08,83.81,1
81,24.0,19.18,24.0,993.3,994.5,29.3,31.7,25.0,6.01,24.3,162,6.3,19.08,83.81,0
79,24.2,19.32,24.2,995.9,997.1,29.9,31.8,25.1,5.83,18.5,173,4.79,19.08,83.81,1
80,24.5,19.81,24.6,995.4,996.6,30.1,33.1,25.1,6.08,18.36,175,4.76,19.08,83.81,0
80,24.9,20.2,24.9,993.3,994.5,30.4,33.4,25.6,6.09,19.98,173,5.18,19.08,83.81,1
80,25.1,20.48,25.1,991.6,992.8,30.6,34.5,26.2,6.22,22.01,159,5.7,19.08,83.81,1
88,25.7,21.02,25.5,991.4,992.6,29.4,32.2,25.5,4.38,17.01,63,4.41,19.08,83.81,1
87,25.2,20.45,25.0,989.3,990.5,29.1,31.2,25.7,2.92,11.74,71,3.04,19.08,83.81,1
89,25.2,20.64,25.1,985.4,986.6,28.8,31.1,24.8,4.09,13.37,117,3.46,19.08,83.81,1
90,25.3,20.75,25.2,985.7,986.9,28.7,29.9,25.6,2.74,12.82,151,3.32,19.08,83.81,1
78,23.9,19.21,24.0,988.6,989.8,29.9,33.3,25.1,5.2,12.82,200,3.32,19.08,83.81,0
79,24.7,20.11,24.8,991.0,992.2,30.5,33.2,25.9,4.77,12.28,176,3.18,19.08,83.81,0
74,24.3,19.96,24.8,990.7,991.9,31.5,35.1,25.7,5.7,15.26,223,3.96,19.08,83.81,0
79,24.2,19.43,24.2,990.1,991.3,29.9,31.4,26.3,3.13,12.42,184,3.22,19.08,83.81,1
84,24.5,19.83,24.5,990.9,992.1,29.2,30.5,25.8,3.13,13.77,168,3.57,19.08,83.81,1
87,24.4,19.47,24.2,991.1,992.3,28.3,29.8,25.3,2.13,11.07,152,2.87,19.08,83.81,1
81,23.7,18.75,23.6,991.9,993.1,28.9,31.3,24.6,3.16,12.69,170,3.29,19.08,83.81,1
76,23.2,18.1,23.1,992.4,993.6,29.4,32.1,25.4,4.47,15.26,186,3.96,19.08,83.81,1
77,23.7,18.91,23.8,991.7,992.9,29.9,33.6,25.2,5.54,14.44,197,3.74,19.08,83.81,0
78,24.3,19.83,24.6,992.4,993.6,30.5,34.6,24.5,6.44,9.59,268,2.48,19.08,83.81,0
80,24.3,19.72,24.5,993.9,995.1,30.0,32.6,24.9,4.87,14.58,260,3.78,19.08,83.81,0
80,24.8,20.43,25.1,993.7,994.9,30.6,34.4,25.2,5.76,17.14,298,4.44,19.08,83.81,0
90,25.2,20.48,25.1,992.4,993.6,28.6,30.1,25.3,2.56,11.48,96,2.97,19.08,83.81,1
85,25.1,20.52,25.1,991.9,993.1,29.6,32.2,24.7,4.67,12.42,188,3.22,19.08,83.81,1
80,24.5,19.84,24.6,993.7,994.9,30.1,32.5,24.9,5.68,10.66,209,2.76,19.08,83.81,0
79,24.8,20.02,24.8,995.6,996.8,30.5,33.6,25.8,5.85,17.28,174,4.48,19.08,83.81,0
83,25.8,21.29,25.8,995.9,997.1,30.7,34.1,26.3,6.23,14.04,179,3.64,19.08,83.81,1
85,26.3,22.11,26.4,994.0,995.2,30.9,33.3,26.0,5.86,14.31,185,3.71,19.08,83.81,0
83,26.1,21.84,26.2,993.7,994.9,31.1,35.0,26.3,6.25,10.26,28,2.66,19.08,83.81,1
87,25.9,21.32,25.8,995.0,996.2,29.9,32.2,26.1,5.23,16.2,142,4.2,19.08,83.81,1
86,26.0,21.47,25.9,993.8,995.0,30.2,33.1,25.7,5.35,12.69,69,3.29,19.08,83.81,1
86,25.7,21.26,25.7,992.1,993.3,30.0,32.5,25.9,5.77,16.6,57,4.3,19.08,83.81,1
87,25.5,21.01,25.5,992.2,993.4,29.6,32.9,25.3,5.41,15.93,34,4.13,19.08,83.81,1
87,25.2,20.37,25.0,993.2,994.4,29.1,32.2,25.1,4.89,17.55,13,4.55,19.08,83.81,1
89,25.0,20.23,24.9,993.4,994.6,28.6,30.3,24.8,4.25,15.8,167,4.1,19.08,83.81,1
87,24.8,20.03,24.7,992.5,993.7,28.8,30.3,25.4,4.3,13.1,173,3.39,19.08,83.81,1
83,24.5,19.67,24.4,992.5,993.7,29.3,31.8,25.1,5.15,15.93,173,4.13,19.08,83.81,1
87,24.6,19.63,24.4,994.5,995.7,28.5,30.5,24.7,4.89,17.69,167,4.58,19.08,83.81,1
87,24.6,19.69,24.5,997.5,998.7,28.6,31.5,24.8,5.88,22.14,170,5.74,19.08,83.81,1
80,24.3,19.42,24.3,997.3,998.5,29.8,33.0,25.0,6.46,18.5,160,4.79,19.08,83.81,0
80,24.9,20.02,24.8,996.6,997.8,30.3,33.2,25.1,6.44,15.93,161,4.13,19.08,83.81,0
85,25.3,20.81,25.4,995.8,997.0,29.9,33.0,25.5,5.98,11.21,172,2.9,19.08,83.81,0
85,25.5,20.85,25.4,993.8,995.0,29.9,32.1,25.1,5.72,7.43,166,1.92,19.08,83.81,1
87,25.8,21.25,25.7,992.5,993.7,29.8,32.2,25.6,4.86,13.23,106,3.43,19.08,83.81,1
88,25.4,20.63,25.2,992.5,993.7,29.1,31.4,25.4,3.63,10.26,96,2.66,19.08,83.81,1
88,25.0,20.18,24.8,990.5,991.7,28.7,30.4,24.8,5.05,16.47,34,4.27,19.08,83.81,1
89,24.9,20.06,24.7,990.1,991.3,28.4,30.4,24.9,3.93,19.98,176,5.18,19.08,83.81,1
87,24.4,19.43,24.2,993.1,994.3,28.3,29.5,24.9,4.57,19.84,175,5.14,19.08,83.81,1
86,24.2,19.15,24.0,996.0,997.2,28.3,30.3,24.5,5.56,23.36,168,6.06,19.08,83.81,1
86,24.4,19.35,24.2,997.3,998.5,28.5,31.5,24.5,5.58,21.6,178,5.6,19.08,83.81,1
85,24.7,19.84,24.6,996.0,997.2,29.1,32.6,24.5,6.13,18.09,169,4.69,19.08,83.81,1
84,24.6,19.99,24.7,994.2,995.4,29.4,32.7,24.5,6.23,17.55,174,4.55,19.08,83.81,1
84,24.6,19.9,24.6,993.2,994.4,29.3,33.2,24.8,5.61,16.07,80,4.16,19.08,83.81,0
88,25.2,20.51,25.1,992.3,993.5,29.0,32.0,24.9,5.35,14.44,49,3.74,19.08,83.81,1
89,25.1,20.3,24.9,990.2,991.4,28.6,30.1,25.0,3.64,19.98,0,5.18,19.08,83.81,1
88,24.5,19.68,24.4,991.8,993.0,28.3,29.9,24.5,4.39,26.73,166,6.93,19.08,83.81,1
84,24.4,19.52,24.3,994.7,995.9,29.0,31.6,24.9,5.01,15.12,170,3.92,19.08,83.81,1
89,25.2,20.45,25.1,994.8,996.0,28.8,30.4,24.9,4.2,8.78,89,2.28,19.08,83.81,1
89,25.1,20.23,24.9,993.7,994.9,28.6,30.6,25.4,3.66,13.5,24,3.5,19.08,83.81,1
90,24.9,20.01,24.7,991.9,993.1,28.2,31.2,24.4,4.7,15.66,106,4.06,19.08,83.81,1
91,25.2,20.28,24.9,989.7,990.9,28.2,29.2,24.8,2.55,10.26,86,2.66,19.08,83.81,1
93,24.8,20.03,24.7,988.4,989.6,27.6,27.8,24.9,1.44,14.85,143,3.85,19.08,83.81,1
88,24.8,20.19,24.8,990.2,991.4,28.7,30.9,25.0,3.89,20.52,177,5.32,19.08,83.81,1
86,25.2,20.36,25.0,993.9,995.1,29.3,32.3,25.2,4.87,15.26,175,3.96,19.08,83.81,1
84,24.7,19.99,24.7,994.5,995.7,29.4,32.4,24.7,5.56,12.69,164,3.29,19.08,83.81,0
85,25.0,20.36,25.0,994.2,995.4,29.5,32.5,24.8,5.91,7.43,157,1.92,19.08,83.81,0
87,25.2,20.55,25.2,996.2,997.4,29.3,32.0,24.9,5.69,10.94,142,2.83,19.08,83.81,1
90,25.3,20.37,25.1,998.0,999.2,28.6,30.0,25.6,4.14,11.07,65,2.87,19.08,83.81,1
89,24.9,19.93,24.7,996.5,997.7,28.4,30.8,25.0,3.94,12.56,137,3.26,19.08,83.81,1
89,25.2,20.58,25.2,994.3,995.5,28.9,30.9,24.8,4.42,7.56,112,1.96,19.08,83.81,1
86,24.8,20.02,24.7,992.9,994.1,29.0,31.6,24.9,5.15,17.55,133,4.55,19.08,83.81,1
88,24.8,19.86,24.6,994.4,995.6,28.5,30.6,24.9,4.91,21.74,180,5.64,19.08,83.81,1
85,24.8,19.84,24.6,996.0,997.2,29.1,31.1,24.7,5.29,16.07,177,4.16,19.08,83.81,1
88,25.4,20.7,25.3,994.8,996.0,29.2,32.5,25.5,5.73,14.04,60,3.64,19.08,83.81,0
90,24.9,20.17,24.8,990.3,991.5,28.3,29.2,25.6,1.39,41.44,3,10.74,19.08,83.81,1
91,24.2,19.2,24.0,990.8,992.0,27.3,27.1,24.7,1.48,26.19,138,6.79,19.08,83.81,1
90,24.3,19.36,24.2,994.9,996.1,27.7,28.5,24.3,3.2,16.47,173,4.27,19.08,83.81,1
87,24.4,19.59,24.4,996.8,998.0,28.5,31.7,24.4,5.29,12.42,181,3.22,19.08,83.81,0
85,24.8,19.92,24.7,998.1,999.3,29.2,31.9,25.0,5.69,17.28,183,4.48,19.08,83.81,1
84,24.4,19.67,24.5,998.5,999.7,29.2,32.7,24.0,6.13,17.28,178,4.48,19.08,83.81,0
83,24.9,20.14,24.9,998.5,999.7,29.8,32.7,25.0,5.56,13.77,183,3.57,19.08,83.81,0
85,25.0,20.4,25.1,997.7,998.9,29.6,32.5,24.8,5.6,16.34,178,4.23,19.08,83.81,0
88,25.3,20.53,25.2,997.1,998.3,29.1,31.9,24.8,5.23,13.5,177,3.5,19.08,83.81,1
86,25.0,20.04,24.8,997.8,999.0,29.1,31.9,24.7,5.15,9.99,125,2.59,19.08,83.81,1
84,24.1,19.23,24.1,997.4,998.6,28.8,31.7,23.8,5.13,12.56,176,3.26,19.08,83.81,0
82,24.5,19.7,24.5,996.3,997.5,29.6,32.7,24.1,5.82,12.96,145,3.36,19.08,83.81,0
83,25.0,20.32,25.0,995.6,996.8,29.9,33.5,24.9,5.53,10.12,15,2.62,19.08,83.81,0
84,25.4,20.81,25.4,995.7,996.9,30.1,33.3,25.6,5.56,10.26,34,2.66,19.08,83.81,0
78,24.0,19.3,24.2,995.8,997.0,30.1,33.6,24.9,5.81,15.93,6,4.13,19.08,83.81,0
74,22.4,17.78,22.9,995.2,996.4,29.6,32.9,23.8,5.76,9.72,354,2.52,19.08,83.81,0
81,24.2,19.37,24.2,995.1,996.3,29.5,32.3,24.4,5.05,9.72,359,2.52,19.08,83.81,0
80,24.1,19.37,24.2,994.5,995.7,29.7,32.8,24.4,4.28,16.07,31,4.16,19.08,83.81,0
74,23.1,18.34,23.4,993.6,994.8,30.1,33.8,24.7,4.38,16.88,8,4.38,19.08,83.81,0
89,24.1,19.09,23.9,991.8,993.0,27.6,29.1,24.2,2.2,18.5,342,4.79,19.08,83.81,1
87,24.3,19.44,24.2,992.7,993.9,28.3,31.5,24.6,4.19,16.07,203,4.16,19.08,83.81,1
92,24.3,19.23,24.1,994.2,995.4,27.2,27.0,24.5,1.61,9.45,180,2.45,19.08,83.81,1
88,24.7,19.86,24.6,994.8,996.0,28.5,31.8,24.3,4.63,13.23,155,3.43,19.08,83.81,0
90,24.9,20.01,24.8,998.0,999.2,28.3,30.7,24.4,3.48,13.64,150,3.53,19.08,83.81,1
85,24.4,19.29,24.2,1000.7,1001.9,28.7,31.2,24.7,4.25,8.91,43,2.31,19.08,83.81,0
81,23.3,18.36,23.4,1001.2,1002.4,28.7,32.0,23.3,5.62,11.21,26,2.9,19.08,83.81,0
75,21.4,16.58,21.8,1001.7,1002.9,28.3,32.2,22.9,5.85,15.93,10,4.13,19.08,83.81,0
72,19.8,15.06,20.3,1002.8,1004.0,27.4,31.6,21.0,5.71,9.59,337,2.48,19.08,83.81,0
73,20.3,15.45,20.7,1002.8,1004.0,27.6,31.5,21.3,5.63,9.72,282,2.52,19.08,83.81,0
74,20.4,15.69,20.9,1001.5,1002.7,27.6,30.8,21.4,5.57,11.61,1,3.01,19.08,83.81,0
71,19.6,14.71,19.9,1000.5,1001.7,27.2,31.7,20.4,5.61,14.58,354,3.78,19.08,83.81,0
69,19.9,14.98,20.3,1000.8,1002.0,28.0,32.4,21.4,5.39,18.63,5,4.83,19.08,83.81,0
72,21.0,15.82,21.1,1001.3,1002.5,28.2,31.9,22.4,5.23,17.55,6,4.55,19.08,83.81,0
84,22.2,16.97,22.1,1002.9,1004.1,26.8,30.4,22.8,3.83,21.33,346,5.53,19.08,83.81,1
88,23.1,17.67,22.8,1003.7,1004.9,26.7,29.9,22.8,4.09,19.84,347,5.14,19.08,83.81,0
86,22.9,17.69,22.8,1003.1,1004.3,27.1,30.6,22.1,4.83,23.9,356,6.19,19.08,83.81,1
87,22.5,17.27,22.4,1003.0,1004.2,26.5,30.0,22.3,4.64,17.96,349,4.66,19.08,83.81,0
93,22.6,17.17,22.4,1003.4,1004.6,25.3,25.9,22.2,2.14,12.42,304,3.22,19.08,83.81,1
84,22.1,16.77,21.9,1002.8,1004.0,26.6,29.8,22.7,4.56,17.82,306,4.62,19.08,83.81,0
86,21.9,16.67,21.8,1002.4,1003.6,26.1,29.1,21.6,4.31,13.77,314,3.57,19.08,83.81,1
84,21.5,16.39,21.5,1001.8,1003.0,26.2,29.2,21.0,5.03,11.07,298,2.87,19.08,83.81,0
81,20.4,15.53,20.6,1000.5,1001.7,25.9,29.4,21.0,5.28,11.61,316,3.01,19.08,83.81,0
72,18.0,13.3,18.2,1000.7,1001.9,25.3,29.4,19.2,5.51,12.56,343,3.26,19.08,83.81,0
74,17.8,13.25,18.1,1001.4,1002.6,24.8,30.0,18.2,5.44,12.15,1,3.15,19.08,83.81,0
71,17.7,13.02,17.9,1001.8,1003.0,25.2,30.5,18.4,5.38,12.96,357,3.36,19.08,83.81,0
73,18.6,13.73,18.7,1000.9,1002.1,25.6,31.4,18.7,5.31,15.52,2,4.02,19.08,83.81,0
79,20.7,15.44,20.5,999.7,1000.9,26.2,29.9,20.7,3.91,14.99,341,3.88,19.08,83.81,1
93,22.9,17.54,22.7,1000.1,1001.3,25.6,25.8,22.8,1.74,12.02,264,3.12,19.08,83.81,1
93,23.1,17.75,22.9,1000.3,1001.5,25.8,26.3,22.8,1.8,10.94,249,2.83,19.08,83.81,1
88,23.2,17.95,23.0,1000.1,1001.3,26.9,30.0,23.0,3.53,14.18,208,3.68,19.08,83.81,1
89,23.4,18.29,23.3,998.9,1000.1,27.0,30.4,22.8,3.97,19.84,196,5.14,19.08,83.81,1
90,23.4,18.26,23.3,999.8,1001.0,26.8,29.7,22.8,3.71,11.61,353,3.01,19.08,83.81,1
80,21.9,16.77,21.9,1001.4,1002.6,27.4,31.0,22.8,4.62,15.66,357,4.06,19.08,83.81,0
74,19.7,14.79,19.9,1000.5,1001.7,26.6,30.5,21.2,4.89,12.56,345,3.26,19.08,83.81,0
82,21.3,16.14,21.2,998.8,1000.0,26.3,29.4,21.0,3.96,13.1,285,3.39,19.08,83.81,1
90,23.2,18.05,23.1,999.0,1000.2,26.6,30.2,22.7,3.35,13.5,206,3.5,19.08,83.81,1
84,23.0,17.95,23.0,1000.7,1001.9,27.7,30.9,23.1,4.05,12.02,188,3.12,19.08,83.81,0
87,23.4,18.26,23.3,1001.3,1002.5,27.4,31.1,23.1,4.31,15.39,142,3.99,19.08,83.81,0
84,22.9,17.74,22.8,1000.8,1002.0,27.5,31.2,23.3,4.55,17.55,47,4.55,19.08,83.81,1
83,22.5,17.3,22.4,1001.8,1003.0,27.3,30.6,22.6,4.47,14.72,284,3.82,19.08,83.81,0
82,21.5,16.38,21.5,1002.2,1003.4,26.6,30.4,22.0,4.58,10.4,57,2.7,19.08,83.81,0
77,20.0,15.09,20.2,1002.6,1003.8,26.3,29.7,21.5,4.9,9.59,338,2.48,19.08,83.81,0
75,19.2,14.33,19.4,1003.3,1004.5,25.9,29.4,20.3,4.91,12.02,331,3.12,19.08,83.81,0
76,18.6,13.82,18.8,1004.4,1005.6,25.1,28.2,19.5,4.5,12.02,320,3.12,19.08,83.81,0
63,14.9,10.96,15.5,1004.6,1005.8,24.4,28.9,18.7,4.82,10.66,351,2.76,19.08,83.81,0
68,15.0,11.0,15.3,1004.3,1005.5,23.2,27.8,16.6,4.94,10.8,349,2.8,19.08,83.81,0
73,16.2,11.75,16.2,1003.6,1004.8,23.1,27.2,16.1,4.95,12.56,317,3.26,19.08,83.81,0
77,17.1,12.63,17.3,1003.4,1004.6,23.4,27.9,17.2,4.98,9.86,330,2.55,19.08,83.81,0
79,17.8,12.81,17.5,1003.1,1004.3,23.2,26.0,18.7,1.75,18.76,350,4.86,19.08,83.81,1
83,18.7,13.41,18.2,1001.3,1002.5,23.1,24.3,19.9,2.1,28.22,356,7.31,19.08,83.81,1
83,20.0,14.8,19.8,1000.7,1001.9,24.7,26.5,21.0,2.24,24.98,9,6.48,19.08,83.81,1
